video_id,label,gloss,path
55911,29,superman,/content/wlasl_keypoints/55911.npy
55913,29,superman,/content/wlasl_keypoints/55913.npy
55917,29,superman,/content/wlasl_keypoints/55917.npy
40321,30,other,/content/wlasl_keypoints/40321.npy
40313,30,other,/content/wlasl_keypoints/40313.npy
40314,30,other,/content/wlasl_keypoints/40314.npy
40315,30,other,/content/wlasl_keypoints/40315.npy
40317,30,other,/content/wlasl_keypoints/40317.npy
55321,31,stubborn,/content/wlasl_keypoints/55321.npy
66574,31,stubborn,/content/wlasl_keypoints/66574.npy
55313,31,stubborn,/content/wlasl_keypoints/55313.npy
55314,31,stubborn,/content/wlasl_keypoints/55314.npy
55315,31,stubborn,/content/wlasl_keypoints/55315.npy
55316,31,stubborn,/content/wlasl_keypoints/55316.npy
55318,31,stubborn,/content/wlasl_keypoints/55318.npy
69417,32,octopus,/content/wlasl_keypoints/69417.npy
66222,32,octopus,/content/wlasl_keypoints/66222.npy
39369,32,octopus,/content/wlasl_keypoints/39369.npy
39370,32,octopus,/content/wlasl_keypoints/39370.npy
39375,32,octopus,/content/wlasl_keypoints/39375.npy
40759,33,page,/content/wlasl_keypoints/40759.npy
40770,33,page,/content/wlasl_keypoints/40770.npy
40760,33,page,/content/wlasl_keypoints/40760.npy
40761,33,page,/content/wlasl_keypoints/40761.npy
40764,33,page,/content/wlasl_keypoints/40764.npy
62790,34,weight,/content/wlasl_keypoints/62790.npy
62791,34,weight,/content/wlasl_keypoints/62791.npy
62792,34,weight,/content/wlasl_keypoints/62792.npy
62793,34,weight,/content/wlasl_keypoints/62793.npy
62796,34,weight,/content/wlasl_keypoints/62796.npy
62797,34,weight,/content/wlasl_keypoints/62797.npy
06922,35,boast,/content/wlasl_keypoints/06922.npy
06923,35,boast,/content/wlasl_keypoints/06923.npy
06925,35,boast,/content/wlasl_keypoints/06925.npy
06928,35,boast,/content/wlasl_keypoints/06928.npy
15185,36,defeat,/content/wlasl_keypoints/15185.npy
15196,36,defeat,/content/wlasl_keypoints/15196.npy
15199,36,defeat,/content/wlasl_keypoints/15199.npy
15187,36,defeat,/content/wlasl_keypoints/15187.npy
52122,37,ski,/content/wlasl_keypoints/52122.npy
52128,37,ski,/content/wlasl_keypoints/52128.npy
69494,38,student,/content/wlasl_keypoints/69494.npy
55343,38,student,/content/wlasl_keypoints/55343.npy
55337,38,student,/content/wlasl_keypoints/55337.npy
55348,38,student,/content/wlasl_keypoints/55348.npy
55338,38,student,/content/wlasl_keypoints/55338.npy
55339,38,student,/content/wlasl_keypoints/55339.npy
55340,38,student,/content/wlasl_keypoints/55340.npy
55341,38,student,/content/wlasl_keypoints/55341.npy
31984,39,label,/content/wlasl_keypoints/31984.npy
66006,39,label,/content/wlasl_keypoints/66006.npy
31976,39,label,/content/wlasl_keypoints/31976.npy
31978,39,label,/content/wlasl_keypoints/31978.npy
31979,39,label,/content/wlasl_keypoints/31979.npy
31981,39,label,/content/wlasl_keypoints/31981.npy
03634,40,asl,/content/wlasl_keypoints/03634.npy
03635,40,asl,/content/wlasl_keypoints/03635.npy
03638,40,asl,/content/wlasl_keypoints/03638.npy
03642,40,asl,/content/wlasl_keypoints/03642.npy
04048,41,attitude,/content/wlasl_keypoints/04048.npy
65108,41,attitude,/content/wlasl_keypoints/65108.npy
04040,41,attitude,/content/wlasl_keypoints/04040.npy
04041,41,attitude,/content/wlasl_keypoints/04041.npy
04042,41,attitude,/content/wlasl_keypoints/04042.npy
04044,41,attitude,/content/wlasl_keypoints/04044.npy
04045,41,attitude,/content/wlasl_keypoints/04045.npy
66546,42,spider,/content/wlasl_keypoints/66546.npy
53825,42,spider,/content/wlasl_keypoints/53825.npy
53826,42,spider,/content/wlasl_keypoints/53826.npy
53827,42,spider,/content/wlasl_keypoints/53827.npy
53829,42,spider,/content/wlasl_keypoints/53829.npy
53831,42,spider,/content/wlasl_keypoints/53831.npy
36866,43,morning,/content/wlasl_keypoints/36866.npy
36857,43,morning,/content/wlasl_keypoints/36857.npy
36858,43,morning,/content/wlasl_keypoints/36858.npy
36859,43,morning,/content/wlasl_keypoints/36859.npy
36860,43,morning,/content/wlasl_keypoints/36860.npy
36863,43,morning,/content/wlasl_keypoints/36863.npy
10400,44,chicken,/content/wlasl_keypoints/10400.npy
10405,44,chicken,/content/wlasl_keypoints/10405.npy
65349,44,chicken,/content/wlasl_keypoints/65349.npy
10397,44,chicken,/content/wlasl_keypoints/10397.npy
10412,44,chicken,/content/wlasl_keypoints/10412.npy
01011,45,address,/content/wlasl_keypoints/01011.npy
01018,45,address,/content/wlasl_keypoints/01018.npy
01024,45,address,/content/wlasl_keypoints/01024.npy
01012,45,address,/content/wlasl_keypoints/01012.npy
29407,46,india,/content/wlasl_keypoints/29407.npy
29400,46,india,/content/wlasl_keypoints/29400.npy
29402,46,india,/content/wlasl_keypoints/29402.npy
29404,46,india,/content/wlasl_keypoints/29404.npy
66395,47,resist,/content/wlasl_keypoints/66395.npy
47569,47,resist,/content/wlasl_keypoints/47569.npy
47572,47,resist,/content/wlasl_keypoints/47572.npy
65887,48,heaven,/content/wlasl_keypoints/65887.npy
27087,48,heaven,/content/wlasl_keypoints/27087.npy
27078,48,heaven,/content/wlasl_keypoints/27078.npy
27079,48,heaven,/content/wlasl_keypoints/27079.npy
27082,48,heaven,/content/wlasl_keypoints/27082.npy
69284,49,crash,/content/wlasl_keypoints/69284.npy
13799,49,crash,/content/wlasl_keypoints/13799.npy
13804,49,crash,/content/wlasl_keypoints/13804.npy
13805,49,crash,/content/wlasl_keypoints/13805.npy
13806,49,crash,/content/wlasl_keypoints/13806.npy
13812,49,crash,/content/wlasl_keypoints/13812.npy
13813,49,crash,/content/wlasl_keypoints/13813.npy
13800,49,crash,/content/wlasl_keypoints/13800.npy
13803,49,crash,/content/wlasl_keypoints/13803.npy
22974,50,forgive,/content/wlasl_keypoints/22974.npy
22976,50,forgive,/content/wlasl_keypoints/22976.npy
22980,50,forgive,/content/wlasl_keypoints/22980.npy
69311,51,every,/content/wlasl_keypoints/69311.npy
19842,51,every,/content/wlasl_keypoints/19842.npy
19843,51,every,/content/wlasl_keypoints/19843.npy
19845,51,every,/content/wlasl_keypoints/19845.npy
19849,51,every,/content/wlasl_keypoints/19849.npy
11103,52,click,/content/wlasl_keypoints/11103.npy
11113,52,click,/content/wlasl_keypoints/11113.npy
11105,52,click,/content/wlasl_keypoints/11105.npy
66392,53,replace,/content/wlasl_keypoints/66392.npy
47332,53,replace,/content/wlasl_keypoints/47332.npy
47333,53,replace,/content/wlasl_keypoints/47333.npy
47335,53,replace,/content/wlasl_keypoints/47335.npy
47337,53,replace,/content/wlasl_keypoints/47337.npy
43254,54,plenty,/content/wlasl_keypoints/43254.npy
43255,54,plenty,/content/wlasl_keypoints/43255.npy
43257,54,plenty,/content/wlasl_keypoints/43257.npy
43258,54,plenty,/content/wlasl_keypoints/43258.npy
43261,54,plenty,/content/wlasl_keypoints/43261.npy
37040,55,mouse,/content/wlasl_keypoints/37040.npy
37046,55,mouse,/content/wlasl_keypoints/37046.npy
37053,55,mouse,/content/wlasl_keypoints/37053.npy
37042,55,mouse,/content/wlasl_keypoints/37042.npy
37043,55,mouse,/content/wlasl_keypoints/37043.npy
55288,56,structure,/content/wlasl_keypoints/55288.npy
55289,56,structure,/content/wlasl_keypoints/55289.npy
55290,56,structure,/content/wlasl_keypoints/55290.npy
55291,56,structure,/content/wlasl_keypoints/55291.npy
55292,56,structure,/content/wlasl_keypoints/55292.npy
55294,56,structure,/content/wlasl_keypoints/55294.npy
55295,56,structure,/content/wlasl_keypoints/55295.npy
20445,57,explain,/content/wlasl_keypoints/20445.npy
20435,57,explain,/content/wlasl_keypoints/20435.npy
20436,57,explain,/content/wlasl_keypoints/20436.npy
20437,57,explain,/content/wlasl_keypoints/20437.npy
20438,57,explain,/content/wlasl_keypoints/20438.npy
20440,57,explain,/content/wlasl_keypoints/20440.npy
20441,57,explain,/content/wlasl_keypoints/20441.npy
65667,58,eyes,/content/wlasl_keypoints/65667.npy
20661,58,eyes,/content/wlasl_keypoints/20661.npy
20662,58,eyes,/content/wlasl_keypoints/20662.npy
20665,58,eyes,/content/wlasl_keypoints/20665.npy
20667,58,eyes,/content/wlasl_keypoints/20667.npy
69231,59,big,/content/wlasl_keypoints/69231.npy
06199,59,big,/content/wlasl_keypoints/06199.npy
06200,59,big,/content/wlasl_keypoints/06200.npy
65182,59,big,/content/wlasl_keypoints/65182.npy
65183,59,big,/content/wlasl_keypoints/65183.npy
06192,59,big,/content/wlasl_keypoints/06192.npy
06202,59,big,/content/wlasl_keypoints/06202.npy
06193,59,big,/content/wlasl_keypoints/06193.npy
06194,59,big,/content/wlasl_keypoints/06194.npy
15139,60,deduct,/content/wlasl_keypoints/15139.npy
15140,60,deduct,/content/wlasl_keypoints/15140.npy
15141,60,deduct,/content/wlasl_keypoints/15141.npy
15142,60,deduct,/content/wlasl_keypoints/15142.npy
15145,60,deduct,/content/wlasl_keypoints/15145.npy
15146,60,deduct,/content/wlasl_keypoints/15146.npy
54609,61,steel,/content/wlasl_keypoints/54609.npy
54610,61,steel,/content/wlasl_keypoints/54610.npy
54612,61,steel,/content/wlasl_keypoints/54612.npy
54613,61,steel,/content/wlasl_keypoints/54613.npy
54614,61,steel,/content/wlasl_keypoints/54614.npy
54616,61,steel,/content/wlasl_keypoints/54616.npy
65327,62,chain,/content/wlasl_keypoints/65327.npy
09835,62,chain,/content/wlasl_keypoints/09835.npy
09836,62,chain,/content/wlasl_keypoints/09836.npy
09837,62,chain,/content/wlasl_keypoints/09837.npy
09838,62,chain,/content/wlasl_keypoints/09838.npy
09840,62,chain,/content/wlasl_keypoints/09840.npy
09842,62,chain,/content/wlasl_keypoints/09842.npy
69511,63,time,/content/wlasl_keypoints/69511.npy
58502,63,time,/content/wlasl_keypoints/58502.npy
66644,63,time,/content/wlasl_keypoints/66644.npy
58497,63,time,/content/wlasl_keypoints/58497.npy
58508,63,time,/content/wlasl_keypoints/58508.npy
58498,63,time,/content/wlasl_keypoints/58498.npy
58499,63,time,/content/wlasl_keypoints/58499.npy
28003,64,horse,/content/wlasl_keypoints/28003.npy
27994,64,horse,/content/wlasl_keypoints/27994.npy
27995,64,horse,/content/wlasl_keypoints/27995.npy
27999,64,horse,/content/wlasl_keypoints/27999.npy
57628,65,thanksgiving,/content/wlasl_keypoints/57628.npy
57647,65,thanksgiving,/content/wlasl_keypoints/57647.npy
57629,65,thanksgiving,/content/wlasl_keypoints/57629.npy
57630,65,thanksgiving,/content/wlasl_keypoints/57630.npy
57631,65,thanksgiving,/content/wlasl_keypoints/57631.npy
57633,65,thanksgiving,/content/wlasl_keypoints/57633.npy
57634,65,thanksgiving,/content/wlasl_keypoints/57634.npy
57635,65,thanksgiving,/content/wlasl_keypoints/57635.npy
57638,65,thanksgiving,/content/wlasl_keypoints/57638.npy
57639,65,thanksgiving,/content/wlasl_keypoints/57639.npy
57640,65,thanksgiving,/content/wlasl_keypoints/57640.npy
15110,66,decrease,/content/wlasl_keypoints/15110.npy
15120,66,decrease,/content/wlasl_keypoints/15120.npy
15111,66,decrease,/content/wlasl_keypoints/15111.npy
15112,66,decrease,/content/wlasl_keypoints/15112.npy
15116,66,decrease,/content/wlasl_keypoints/15116.npy
18649,67,either,/content/wlasl_keypoints/18649.npy
65617,67,either,/content/wlasl_keypoints/65617.npy
18644,67,either,/content/wlasl_keypoints/18644.npy
26303,68,hamburger,/content/wlasl_keypoints/26303.npy
26295,68,hamburger,/content/wlasl_keypoints/26295.npy
26296,68,hamburger,/content/wlasl_keypoints/26296.npy
26297,68,hamburger,/content/wlasl_keypoints/26297.npy
26298,68,hamburger,/content/wlasl_keypoints/26298.npy
26300,68,hamburger,/content/wlasl_keypoints/26300.npy
40650,69,owe,/content/wlasl_keypoints/40650.npy
40651,69,owe,/content/wlasl_keypoints/40651.npy
40652,69,owe,/content/wlasl_keypoints/40652.npy
40654,69,owe,/content/wlasl_keypoints/40654.npy
40657,69,owe,/content/wlasl_keypoints/40657.npy
62622,70,wear,/content/wlasl_keypoints/62622.npy
66756,70,wear,/content/wlasl_keypoints/66756.npy
62614,70,wear,/content/wlasl_keypoints/62614.npy
62615,70,wear,/content/wlasl_keypoints/62615.npy
62618,70,wear,/content/wlasl_keypoints/62618.npy
62619,70,wear,/content/wlasl_keypoints/62619.npy
66642,71,tie,/content/wlasl_keypoints/66642.npy
58430,71,tie,/content/wlasl_keypoints/58430.npy
58434,71,tie,/content/wlasl_keypoints/58434.npy
58435,71,tie,/content/wlasl_keypoints/58435.npy
58439,71,tie,/content/wlasl_keypoints/58439.npy
58427,71,tie,/content/wlasl_keypoints/58427.npy
58428,71,tie,/content/wlasl_keypoints/58428.npy
31232,72,joy,/content/wlasl_keypoints/31232.npy
31233,72,joy,/content/wlasl_keypoints/31233.npy
31236,72,joy,/content/wlasl_keypoints/31236.npy
31237,72,joy,/content/wlasl_keypoints/31237.npy
31239,72,joy,/content/wlasl_keypoints/31239.npy
57271,73,television,/content/wlasl_keypoints/57271.npy
57261,73,television,/content/wlasl_keypoints/57261.npy
57262,73,television,/content/wlasl_keypoints/57262.npy
57263,73,television,/content/wlasl_keypoints/57263.npy
57265,73,television,/content/wlasl_keypoints/57265.npy
57266,73,television,/content/wlasl_keypoints/57266.npy
26946,74,hear,/content/wlasl_keypoints/26946.npy
26950,74,hear,/content/wlasl_keypoints/26950.npy
26951,74,hear,/content/wlasl_keypoints/26951.npy
26942,74,hear,/content/wlasl_keypoints/26942.npy
26952,74,hear,/content/wlasl_keypoints/26952.npy
26956,74,hear,/content/wlasl_keypoints/26956.npy
26943,74,hear,/content/wlasl_keypoints/26943.npy
26944,74,hear,/content/wlasl_keypoints/26944.npy
26945,74,hear,/content/wlasl_keypoints/26945.npy
62175,75,walk,/content/wlasl_keypoints/62175.npy
62159,75,walk,/content/wlasl_keypoints/62159.npy
62163,75,walk,/content/wlasl_keypoints/62163.npy
62164,75,walk,/content/wlasl_keypoints/62164.npy
66743,75,walk,/content/wlasl_keypoints/66743.npy
66742,75,walk,/content/wlasl_keypoints/66742.npy
62158,75,walk,/content/wlasl_keypoints/62158.npy
62168,75,walk,/content/wlasl_keypoints/62168.npy
62169,75,walk,/content/wlasl_keypoints/62169.npy
62170,75,walk,/content/wlasl_keypoints/62170.npy
47271,76,rent,/content/wlasl_keypoints/47271.npy
47272,76,rent,/content/wlasl_keypoints/47272.npy
47273,76,rent,/content/wlasl_keypoints/47273.npy
47277,76,rent,/content/wlasl_keypoints/47277.npy
47279,76,rent,/content/wlasl_keypoints/47279.npy
64307,77,yesterday,/content/wlasl_keypoints/64307.npy
64308,77,yesterday,/content/wlasl_keypoints/64308.npy
64309,77,yesterday,/content/wlasl_keypoints/64309.npy
64311,77,yesterday,/content/wlasl_keypoints/64311.npy
66821,77,yesterday,/content/wlasl_keypoints/66821.npy
66822,77,yesterday,/content/wlasl_keypoints/66822.npy
64315,77,yesterday,/content/wlasl_keypoints/64315.npy
64304,77,yesterday,/content/wlasl_keypoints/64304.npy
64305,77,yesterday,/content/wlasl_keypoints/64305.npy
64306,77,yesterday,/content/wlasl_keypoints/64306.npy
12942,78,contest,/content/wlasl_keypoints/12942.npy
12943,78,contest,/content/wlasl_keypoints/12943.npy
12945,78,contest,/content/wlasl_keypoints/12945.npy
12947,78,contest,/content/wlasl_keypoints/12947.npy
58834,79,tonight,/content/wlasl_keypoints/58834.npy
58835,79,tonight,/content/wlasl_keypoints/58835.npy
58836,79,tonight,/content/wlasl_keypoints/58836.npy
58838,79,tonight,/content/wlasl_keypoints/58838.npy
58840,79,tonight,/content/wlasl_keypoints/58840.npy
48258,80,river,/content/wlasl_keypoints/48258.npy
66410,80,river,/content/wlasl_keypoints/66410.npy
48252,80,river,/content/wlasl_keypoints/48252.npy
48253,80,river,/content/wlasl_keypoints/48253.npy
48255,80,river,/content/wlasl_keypoints/48255.npy
16168,81,die,/content/wlasl_keypoints/16168.npy
65479,81,die,/content/wlasl_keypoints/65479.npy
16161,81,die,/content/wlasl_keypoints/16161.npy
16164,81,die,/content/wlasl_keypoints/16164.npy
08905,82,candle,/content/wlasl_keypoints/08905.npy
65297,82,candle,/content/wlasl_keypoints/65297.npy
08898,82,candle,/content/wlasl_keypoints/08898.npy
08899,82,candle,/content/wlasl_keypoints/08899.npy
08900,82,candle,/content/wlasl_keypoints/08900.npy
08902,82,candle,/content/wlasl_keypoints/08902.npy
37126,83,movie,/content/wlasl_keypoints/37126.npy
37125,83,movie,/content/wlasl_keypoints/37125.npy
37152,83,movie,/content/wlasl_keypoints/37152.npy
37127,83,movie,/content/wlasl_keypoints/37127.npy
37129,83,movie,/content/wlasl_keypoints/37129.npy
17968,84,dull,/content/wlasl_keypoints/17968.npy
17979,84,dull,/content/wlasl_keypoints/17979.npy
17969,84,dull,/content/wlasl_keypoints/17969.npy
17974,84,dull,/content/wlasl_keypoints/17974.npy
17975,84,dull,/content/wlasl_keypoints/17975.npy
66100,85,manage,/content/wlasl_keypoints/66100.npy
34687,85,manage,/content/wlasl_keypoints/34687.npy
34688,85,manage,/content/wlasl_keypoints/34688.npy
34690,85,manage,/content/wlasl_keypoints/34690.npy
34692,85,manage,/content/wlasl_keypoints/34692.npy
69221,86,ball,/content/wlasl_keypoints/69221.npy
04850,86,ball,/content/wlasl_keypoints/04850.npy
04851,86,ball,/content/wlasl_keypoints/04851.npy
04852,86,ball,/content/wlasl_keypoints/04852.npy
04854,86,ball,/content/wlasl_keypoints/04854.npy
04858,86,ball,/content/wlasl_keypoints/04858.npy
65131,86,ball,/content/wlasl_keypoints/65131.npy
04849,86,ball,/content/wlasl_keypoints/04849.npy
04864,86,ball,/content/wlasl_keypoints/04864.npy
66541,87,spanish,/content/wlasl_keypoints/66541.npy
53564,87,spanish,/content/wlasl_keypoints/53564.npy
53565,87,spanish,/content/wlasl_keypoints/53565.npy
53566,87,spanish,/content/wlasl_keypoints/53566.npy
53570,87,spanish,/content/wlasl_keypoints/53570.npy
41811,88,penalty,/content/wlasl_keypoints/41811.npy
41812,88,penalty,/content/wlasl_keypoints/41812.npy
41814,88,penalty,/content/wlasl_keypoints/41814.npy
41816,88,penalty,/content/wlasl_keypoints/41816.npy
20386,89,experience,/content/wlasl_keypoints/20386.npy
65659,89,experience,/content/wlasl_keypoints/65659.npy
20378,89,experience,/content/wlasl_keypoints/20378.npy
20379,89,experience,/content/wlasl_keypoints/20379.npy
20380,89,experience,/content/wlasl_keypoints/20380.npy
20381,89,experience,/content/wlasl_keypoints/20381.npy
20383,89,experience,/content/wlasl_keypoints/20383.npy
66303,90,plus,/content/wlasl_keypoints/66303.npy
43339,90,plus,/content/wlasl_keypoints/43339.npy
43349,90,plus,/content/wlasl_keypoints/43349.npy
43340,90,plus,/content/wlasl_keypoints/43340.npy
43341,90,plus,/content/wlasl_keypoints/43341.npy
43342,90,plus,/content/wlasl_keypoints/43342.npy
43345,90,plus,/content/wlasl_keypoints/43345.npy
69316,91,family,/content/wlasl_keypoints/69316.npy
20980,91,family,/content/wlasl_keypoints/20980.npy
20981,91,family,/content/wlasl_keypoints/20981.npy
20982,91,family,/content/wlasl_keypoints/20982.npy
20983,91,family,/content/wlasl_keypoints/20983.npy
20986,91,family,/content/wlasl_keypoints/20986.npy
20987,91,family,/content/wlasl_keypoints/20987.npy
65677,91,family,/content/wlasl_keypoints/65677.npy
20978,91,family,/content/wlasl_keypoints/20978.npy
20992,91,family,/content/wlasl_keypoints/20992.npy
20979,91,family,/content/wlasl_keypoints/20979.npy
69245,92,boy,/content/wlasl_keypoints/69245.npy
65245,92,boy,/content/wlasl_keypoints/65245.npy
07452,92,boy,/content/wlasl_keypoints/07452.npy
07462,92,boy,/content/wlasl_keypoints/07462.npy
07453,92,boy,/content/wlasl_keypoints/07453.npy
07454,92,boy,/content/wlasl_keypoints/07454.npy
07455,92,boy,/content/wlasl_keypoints/07455.npy
69522,93,up,/content/wlasl_keypoints/69522.npy
60915,93,up,/content/wlasl_keypoints/60915.npy
66709,93,up,/content/wlasl_keypoints/66709.npy
60907,93,up,/content/wlasl_keypoints/60907.npy
60909,93,up,/content/wlasl_keypoints/60909.npy
60910,93,up,/content/wlasl_keypoints/60910.npy
60912,93,up,/content/wlasl_keypoints/60912.npy
35544,94,me,/content/wlasl_keypoints/35544.npy
35545,94,me,/content/wlasl_keypoints/35545.npy
35546,94,me,/content/wlasl_keypoints/35546.npy
69240,95,body,/content/wlasl_keypoints/69240.npy
65222,95,body,/content/wlasl_keypoints/65222.npy
06948,95,body,/content/wlasl_keypoints/06948.npy
06949,95,body,/content/wlasl_keypoints/06949.npy
06951,95,body,/content/wlasl_keypoints/06951.npy
06954,95,body,/content/wlasl_keypoints/06954.npy
65494,96,dissolve,/content/wlasl_keypoints/65494.npy
16804,96,dissolve,/content/wlasl_keypoints/16804.npy
16805,96,dissolve,/content/wlasl_keypoints/16805.npy
